question_id,title,score,tags,creation_date,last_activity_date,last_edit_date,link
32286,What are the possible singular fibers of an elliptic fibration over a higher dimensional base?,30,ag.algebraic-geometry;elliptic-curves;nt.number-theory;reference-request,2010-07-17T14:18:47+00:00,2010-07-21T13:21:06+00:00,2010-07-21T13:21:06+00:00,https://mathoverflow.net/questions/32286/what-are-the-possible-singular-fibers-of-an-elliptic-fibration-over-a-higher-dim
259117,The field of fractions of the rational group algebra of a torsion free abelian group,29,gr.group-theory;ac.commutative-algebra;fields;abelian-groups,2017-01-08T21:30:07+00:00,2017-01-08T21:30:07+00:00,2017-04-13T12:58:00+00:00,https://mathoverflow.net/questions/259117/the-field-of-fractions-of-the-rational-group-algebra-of-a-torsion-free-abelian-g
251068,"Linking formulas by Euler, P&#243;lya, Nekrasov-Okounkov",29,nt.number-theory;co.combinatorics;rt.representation-theory;power-series;gauge-theory,2016-09-30T04:18:19+00:00,2019-08-19T00:10:29+00:00,2020-06-15T07:27:00+00:00,https://mathoverflow.net/questions/251068/linking-formulas-by-euler-p%c3%b3lya-nekrasov-okounkov
168426,Non-linear expanders?,29,nt.number-theory;gr.group-theory;graph-theory,2014-05-28T14:17:01+00:00,2014-05-30T18:55:14+00:00,2014-05-29T23:10:29+00:00,https://mathoverflow.net/questions/168426/non-linear-expanders
77770,Why do polytopes pop up in Lagrange inversion?,29,co.combinatorics;at.algebraic-topology;convex-polytopes;feynman-integral;ca.classical-analysis-and-odes,2011-10-11T00:24:37+00:00,2021-09-18T21:27:58+00:00,2021-09-18T21:27:58+00:00,https://mathoverflow.net/questions/77770/why-do-polytopes-pop-up-in-lagrange-inversion
66897,Why do H_4 and M_4 have the same virtual Euler characteristic?,29,moduli-spaces;ag.algebraic-geometry,2011-06-04T14:21:34+00:00,2011-06-04T18:31:07+00:00,2011-06-04T18:31:07+00:00,https://mathoverflow.net/questions/66897/why-do-h-4-and-m-4-have-the-same-virtual-euler-characteristic
415439,"The $(\infty, 1)$-category of all topological spaces, including the bad ones",28,at.algebraic-topology;ct.category-theory;higher-category-theory;shape-theory,2022-02-05T11:55:02+00:00,2025-02-21T15:44:21+00:00,2025-02-21T15:44:21+00:00,https://mathoverflow.net/questions/415439/the-infty-1-category-of-all-topological-spaces-including-the-bad-ones
379560,Can every 3-dimensional convex body be trapped in a tetrahedral cage?,28,mg.metric-geometry;convex-geometry,2020-12-23T04:17:05+00:00,2022-04-01T15:51:27+00:00,2022-04-01T15:51:27+00:00,https://mathoverflow.net/questions/379560/can-every-3-dimensional-convex-body-be-trapped-in-a-tetrahedral-cage
339212,What algebraic structure characterizes all natural operations between differential operators and differential forms?,28,dg.differential-geometry;ra.rings-and-algebras;homological-algebra;smooth-manifolds;qa.quantum-algebra,2019-08-26T16:17:54+00:00,2019-08-26T18:52:52+00:00,2019-08-26T18:52:52+00:00,https://mathoverflow.net/questions/339212/what-algebraic-structure-characterizes-all-natural-operations-between-differenti
322491,Does this infinite primes snake-product converge?,28,nt.number-theory;prime-numbers;sequences-and-series;prime-gaps,2019-02-05T10:52:24+00:00,2019-02-09T12:54:54+00:00,2019-02-09T12:54:54+00:00,https://mathoverflow.net/questions/322491/does-this-infinite-primes-snake-product-converge
185834,Are there periodicity phenomena in manifold topology with odd period?,72,at.algebraic-topology;dg.differential-geometry;differential-topology,2014-10-31T05:18:22+00:00,2025-01-31T19:04:51+00:00,2014-11-01T22:54:49+00:00,https://mathoverflow.net/questions/185834/are-there-periodicity-phenomena-in-manifold-topology-with-odd-period
377545,Which finite abelian groups aren&#39;t homotopy groups of spheres?,88,at.algebraic-topology;homotopy-theory,2020-11-26T22:40:08+00:00,2023-09-19T18:43:09+00:00,2021-11-16T09:26:17+00:00,https://mathoverflow.net/questions/377545/which-finite-abelian-groups-arent-homotopy-groups-of-spheres
339137,"Why do polynomials with coefficients $0,1$ like to have only factors with $0,1$ coefficients?",262,nt.number-theory;pr.probability;polynomials;probability-distributions;open-problems,2019-08-25T11:15:36+00:00,2025-11-19T20:05:38+00:00,2025-07-17T11:52:17+00:00,https://mathoverflow.net/questions/339137/why-do-polynomials-with-coefficients-0-1-like-to-have-only-factors-with-0-1
